hist,,119,,126,,434,,535,,245,,460,,370,,585,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1980.4761904761906,184.80492813141655,2015,431.2114989733054,2015,425.0513347022584,2015.2380952380952,431.2114989733054,2015,431.2114989733054,2015,418.8911704312113,2015,425.0513347022584,2015.2380952380952,425.0513347022584,2015.2380952380952,425.0513347022584
1988.8095238095239,234.08624229979478,2025.952380952381,535.9342915811085,2023.3333333333333,511.2936344969198,2025.2380952380952,535.9342915811085,2024.7619047619048,529.7741273100619,2027.6190476190477,579.0554414784392,2029.2857142857142,597.5359342915808,2026.6666666666667,560.5749486652976,2023.5714285714287,517.4537987679669
1999.5238095238096,301.8480492813137,2041.1904761904761,622.1765913757699,2037.142857142857,652.9774127310056,2039.2857142857142,659.1375770020536,2034.7619047619048,677.6180698151952,2047.857142857143,819.301848049281,2047.857142857143,837.7823408624226,2043.3333333333333,806.9815195071869,2035.2380952380952,683.7782340862423
2009.047619047619,369.60985626283355,2050.2380952380954,659.1375770020536,2052.3809523809523,763.8603696098562,2050.2380952380954,733.05954825462,2046.4285714285713,868.5831622176593,2063.809523809524,991.7864476386035,2067.1428571428573,1071.8685831622174,2062.8571428571427,1139.6303901437373,2050,973.3059548254619
2015.2380952380952,431.2114989733054,2063.809523809524,677.6180698151952,2065.9523809523807,825.4620123203285,2067.1428571428573,813.141683778234,2057.6190476190477,1028.7474332648867,2078.809523809524,1151.9507186858314,2083.809523809524,1275.154004106776,2079.285714285714,1453.7987679671457,2064.0476190476193,1349.0759753593425
,,2078.5714285714284,671.4579055441477,2083.095238095238,862.4229979466122,2083.809523809524,825.4620123203285,2070.9523809523807,1078.0287474332645,2091.904761904762,1244.3531827515399,2100,1422.9979466119094,2091.4285714285716,1706.365503080082,2076.904761904762,1743.3264887063654
,,2091.190476190476,652.9774127310056,2099.5238095238096,825.4620123203285,2097.8571428571427,813.141683778234,2086.190476190476,1047.2279260780288,2100.2380952380954,1275.154004106776,,,2100.2380952380954,1891.170431211499,2087.1428571428573,2106.7761806981516
,,2100,622.1765913757699,,,2100,813.141683778234,2100,997.946611909651,,,,,,,2096.190476190476,2420.9445585215603
,,,,,,,,,,,,,,,,2100,2556.4681724845996
